Name,Type,Level,Race,Attribute,ATK,DEF
Jowls of Dark Demise,Flip Effect Monster,2,Fiend,WATER,200,100
Skull Mariner,Normal Monster,4,Warrior,WATER,1600,900
Evilswarm Obliviwisp,Effect Monster,4,Pyro,DARK,450,2050
Elemental HERO Neo Bubbleman,Effect Monster,4,Warrior,WATER,800,1200
Transmodify,Spell Card,,Normal,,,
Chronomaly Tula Guardian,Effect Monster,5,Rock,EARTH,1800,900
Revived King Ha Des,Synchro Monster,6,Zombie,DARK,2450,0
Mystical Space Typhoon,Spell Card,,Quick-Play,,,
Dragoncarnation,Trap Card,,Normal,,,
Evo-Force,Spell Card,,Normal,,,
Battlin' Boxer Glassjaw,Effect Monster,4,Warrior,FIRE,2000,0
Steam Gyroid,Fusion Monster,6,Machine,EARTH,2200,1600
Sword of the Soul-Eater,Spell Card,,Equip,,,
Cyber Dragon Zwei,Effect Monster,4,Machine,LIGHT,1500,1000
Darkfire Soldier 1,Normal Monster,4,Pyro,FIRE,1700,1150
Black Luster Soldier,Ritual Monster,8,Warrior,EARTH,3000,2500
Headless Knight,Normal Monster,4,Fiend,EARTH,1450,1700
Warrior Lady of the Wasteland,Effect Monster,4,Warrior,EARTH,1100,1200
Blazing Inpachi,Normal Monster,4,Pyro,FIRE,1850,0
Jurrac Impact,Trap Card,,Normal,,,
Flower Cardian Cherry Blossom with Curtain,Effect Monster,3,Warrior,DARK,2000,2000
Cyclon Laser,Spell Card,,Equip,,,
"Scarr, Scout of Dark World",Effect Monster,2,Fiend,DARK,500,500
Majespecter Cat - Nekomata,Pendulum Effect Monster,3,Spellcaster,WIND,100,1800
Counselor Lily,Tuner Monster,3,Fairy,EARTH,400,1500
Wattberyx,Tuner Monster,3,Thunder,LIGHT,300,0
Machina Fortress,Effect Monster,7,Machine,EARTH,2500,1600
Exchange,Spell Card,,Normal,,,
Dark Illusion,Trap Card,,Counter,,,
Scrap Crash,Trap Card,,Normal,,,
Samsara Lotus,Effect Monster,1,Plant,DARK,0,0
Humanoid Worm Drake,Fusion Monster,7,Aqua,WATER,2200,2000
D.D. Trap Hole,Trap Card,,Normal,,,
Tuner's Barrier,Trap Card,,Normal,,,
Destruction Punch,Trap Card,,Normal,,,
Flying Penguin,Normal Monster,4,Aqua,WATER,1200,1000
Hannibal Necromancer,Effect Monster,4,Spellcaster,DARK,1400,1800
Splendid Venus,Effect Monster,8,Fairy,LIGHT,2800,2400
Storming Mirror Force,Trap Card,,Normal,,,
Performapal Revival,Trap Card,,Normal,,,
The Hidden City,Spell Card,,Field,,,
Thousand Energy,Spell Card,,Normal,,,
A Rival Appears!,Trap Card,,Normal,,,
Soul Release,Spell Card,,Normal,,,
Weeping Idol,Effect Monster,2,Rock,DARK,0,500
Creation Resonator,Tuner Monster,3,Fiend,WIND,800,600
Strike of the Monarchs,Spell Card,,Quick-Play,,,
Koa'ki Meiru Ghoulungulate,Effect Monster,5,Zombie,EARTH,2500,1700
Bujingi Turtle,Effect Monster,4,Beast,LIGHT,1700,1200
Gazelle the King of Mythical Beasts,Normal Monster,4,Beast,EARTH,1500,1200
Toon Briefcase,Trap Card,,Normal,,,
Vanity's Emptiness,Trap Card,,Continuous,,,
Arcana Force EX - The Light Ruler,Effect Monster,10,Fairy,LIGHT,4000,4000
Queen's Double,Effect Monster,1,Warrior,EARTH,350,300
Shopina the Melodious Maestra,Effect Monster,7,Fairy,LIGHT,2300,1700
Double Payback,Trap Card,,Continuous,,,
The Gift of Greed,Trap Card,,Normal,,,
Raidraptor - Fuzzy Lanius,Effect Monster,4,Winged Beast,DARK,500,1500
Mimiclay,Spell Card,,Normal,,,
The World Tree,Spell Card,,Continuous,,,
Gladiator Beast Murmillo,Effect Monster,3,Fish,WATER,800,400
Reversal Quiz,Spell Card,,Normal,,,
XX-Saber Boggart Knight,Effect Monster,4,Beast-Warrior,EARTH,1900,1000
"Uria, Lord of Searing Flames",Effect Monster,10,Pyro,FIRE,0,0
Doomkaiser Dragon,Synchro Monster,6,Zombie,FIRE,2400,1500
Magical Exemplar,Effect Monster,4,Spellcaster,EARTH,1700,1400
Paladin of Felgrand,Effect Monster,4,Warrior,LIGHT,1700,300
Frightfur Fusion,Spell Card,,Normal,,,
Beaked Snake,Normal Monster,3,Reptile,EARTH,800,900
Emissary of the Oasis,Effect Monster,3,Spellcaster,LIGHT,600,400
Bubonic Vermin,Flip Effect Monster,3,Beast,EARTH,900,600
At One With the Sword,Trap Card,,Normal,,,
Mazera DeVille,Effect Monster,8,Fiend,DARK,2800,2300
Malfunction,Trap Card,,Counter,,,
Turbo Rocket,Tuner Monster,2,Machine,WIND,0,0
Fluffal Mouse,Effect Monster,1,Fairy,EARTH,100,100
Geargiagear,Trap Card,,Normal,,,
Arcana Knight Joker,Fusion Monster,9,Warrior,LIGHT,3800,2500
Arcana Knight Joker,Fusion Monster,9,Warrior,LIGHT,3800,2500
Red-Eyes Fusion,Spell Card,,Normal,,,
Fighting Spirit,Spell Card,,Equip,,,
"Brron, Mad King of Dark World",Effect Monster,4,Fiend,DARK,1800,400
R-Genex Turbo,Effect Monster,4,Machine,WIND,1500,1300
Do a Barrel Roll,Trap Card,,Counter,,,
Amorphage Pride,Pendulum Effect Monster,4,Dragon,EARTH,1750,0
The Wicked Worm Beast,Effect Monster,3,Beast,EARTH,1400,700
Burglar,Normal Monster,3,Beast,EARTH,850,800
Koa'ki Meiru Boulder,Effect Monster,4,Rock,EARTH,1200,1000
DZW - Chimera Clad,Effect Monster,1,Fiend,DARK,0,0
Rapid-Fire Magician,Effect Monster,4,Spellcaster,DARK,1600,1200
Miracle Dig,Spell Card,,Normal,,,
Dawn Knight,Effect Monster,4,Warrior,LIGHT,1400,1200
Brotherhood of the Fire Fist - Bear,Effect Monster,4,Beast-Warrior,FIRE,1600,1200
Eldeen,Normal Monster,3,Spellcaster,LIGHT,950,1000
Gaia The Fierce Knight,Normal Monster,7,Warrior,EARTH,2300,2100
Gaia The Fierce Knight,Normal Monster,7,Warrior,EARTH,2300,2100
Emblem of Dragon Destroyer,Spell Card,,Normal,,,
Cyber Commander,Normal Monster,2,Machine,DARK,750,700
El Shaddoll Fusion,Spell Card,,Quick-Play,,,
Infected Mail,Spell Card,,Continuous,,,
Kaiser Sea Snake,Effect Monster,8,Sea Serpent,WATER,2500,1000
Amazoness Shamanism,Trap Card,,Normal,,,
Wroughtweiler,Effect Monster,3,Machine,EARTH,800,1200
"Radius, the Half-Moon Dragon",Effect Monster,4,Dragon,LIGHT,1400,1200
Traptrix Rafflesia,XYZ Monster,4,Plant,EARTH,300,2500
Spiritual Water Art - Aoi,Trap Card,,Normal,,,
Izanagi,Effect Monster,6,Fairy,WIND,2200,1000
Thermal Genex,Synchro Monster,8,Machine,FIRE,2400,1200
Onomatopaira,Spell Card,,Normal,,,
"Blaze Fenix, the Burning Bombardment Bird",Fusion Monster,8,Pyro,FIRE,2800,2300
Fog King,Effect Monster,7,Spellcaster,WATER,0,0
Beautunaful Princess,Effect Monster,1,Fish,WATER,0,0
Beginning Knight,Effect Monster,4,Warrior,LIGHT,500,2000
Frostosaurus,Normal Monster,6,Dinosaur,WATER,2600,1700
Spikeshield with Chain,Trap Card,,Normal,,,
Ultimate Fire Formation - Seito,Trap Card,,Normal,,,
Skull Lair,Trap Card,,Continuous,,,
Seiyaryu,Normal Monster,7,Dragon,LIGHT,2500,2300
Teleport,Spell Card,,Continuous,,,
Half Counter,Trap Card,,Normal,,,
The Great Emperor Penguin,Effect Monster,5,Aqua,WATER,1800,1500
Barox,Fusion Monster,5,Fiend,DARK,1380,1530
Super-Ancient Dinobeast,Effect Monster,8,Dinosaur,EARTH,2700,1400
A Deal with Dark Ruler,Spell Card,,Quick-Play,,,
Return of the Dragon Lords,Spell Card,,Normal,,,
Success Probability 0%,Trap Card,,Normal,,,
Phantom King Hydride,Tuner Monster,3,Fiend,DARK,1500,300
Power Breaker,Effect Monster,4,Warrior,EARTH,1900,0
Harpie's Pet Baby Dragon,Effect Monster,4,Dragon,WIND,1200,600
Schwarzschild Limit Dragon,Effect Monster,8,Dragon,DARK,2000,0
Shadow Toon,Spell Card,,Normal,,,
Dark Scorpion - Cliff the Trap Remover,Effect Monster,3,Warrior,DARK,1200,1000
Woodland Sprite,Effect Monster,3,Plant,EARTH,900,400
Insect Soldiers of the Sky,Effect Monster,3,Insect,WIND,1000,800
Power Giant,Effect Monster,6,Rock,EARTH,2200,0
Factory of 100 Machines,Spell Card,,Quick-Play,,,
Card of the Soul,Spell Card,,Normal,,,
Next to be Lost,Trap Card,,Normal,,,
Express Train Trolley Olley,Effect Monster,4,Machine,EARTH,1800,1000
Magician's Rod,Effect Monster,3,Spellcaster,DARK,1600,100
Hane-Hane,Flip Effect Monster,2,Beast,EARTH,450,500
Torrential Reborn,Trap Card,,Normal,,,
Crystal Beast Sapphire Pegasus,Effect Monster,4,Beast,WIND,1800,1200
"Lector Pendulum, the Dracoverlord",Pendulum Effect Monster,4,Dragon,DARK,1950,0
Umbral Horror Ghoul,Effect Monster,4,Fiend,DARK,1800,0
Field Barrier,Spell Card,,Continuous,,,
Bait Doll,Spell Card,,Normal,,,
Toon Ancient Gear Golem,Toon Monster,8,Machine,EARTH,3000,3000
Armor Exe,Effect Monster,4,Rock,LIGHT,2400,1400
"Aurkus, Lightsworn Druid",Effect Monster,3,Beast-Warrior,LIGHT,1200,1800
Chocolate Magician Girl,Effect Monster,4,Spellcaster,WATER,1600,1000
Metal Shooter,Effect Monster,5,Machine,LIGHT,800,800
Mon Larvas,Normal Monster,4,Beast,EARTH,1300,1400
Curse of Dragonfire,Effect Monster,5,Dragon,DARK,2000,1500
Koalo-Koala,Fusion Monster,6,Beast,EARTH,2800,200
Infernity Beast,Effect Monster,3,Beast,DARK,1600,1200
Performapal Life Swordsman,Effect Monster,1,Warrior,LIGHT,0,0
Abyss Actor - Twinkle Littlestar,Pendulum Effect Monster,4,Fiend,DARK,1000,1000
Naturia Pineapple,Effect Monster,2,Plant,EARTH,100,100
Amorphage Greed,Pendulum Effect Monster,4,Dragon,EARTH,0,1950
Mechanicalchaser,Normal Monster,4,Machine,DARK,1850,800
Metallizing Parasite - Lunatite,Union Effect Monster,7,Aqua,WATER,1000,500
Goyo Guardian,Synchro Monster,6,Warrior,EARTH,2800,2000
Chewbone,Flip Effect Monster,3,Zombie,EARTH,300,300
Chewbone Jr. Token,Token,,Zombie,,,
Brilliant Fusion,Spell Card,,Continuous,,,
Extra Gate,Spell Card,,Quick-Play,,,
Dynatherium,Effect Monster,4,Beast,WIND,1600,600
Noble Arms of Destiny,Spell Card,,Equip,,,
"Zure, Knight of Dark World",Normal Monster,4,Fiend,DARK,1800,1500
Naturia Sunflower,Effect Monster,2,Plant,EARTH,500,0
Milus Radiant,Effect Monster,1,Beast,EARTH,300,250
Eagle Shark,Effect Monster,5,Fish,WATER,1000,1800
Gather Your Mind,Spell Card,,Normal,,,
Golgoil,Normal Monster,4,Machine,EARTH,900,1600
Kabuki Dragon,Effect Monster,6,Dragon,LIGHT,2300,2100
Megasonic Eye,Normal Monster,5,Machine,DARK,1500,1800
Performage Plushfire,Pendulum Effect Monster,4,Spellcaster,FIRE,1000,1000
Collected Power,Trap Card,,Normal,,,
D.D. Warrior Lady,Effect Monster,4,Warrior,LIGHT,1500,1600
Gladiator Beast Augustus,Effect Monster,8,Winged Beast,DARK,2600,1000
Phantom Beast Wild-Horn,Effect Monster,4,Beast-Warrior,EARTH,1700,0
Psychic Nightmare,Synchro Monster,6,Psychic,WIND,2400,1800
UFOroid,Effect Monster,6,Machine,LIGHT,1200,1200
Ghostrick Museum,Spell Card,,Field,,,
Rainbow Path,Trap Card,,Normal,,,
"Ceruli, Guru of Dark World",Effect Monster,1,Fiend,DARK,100,300
Raregold Armor,Spell Card,,Equip,,,
Orichalcos Shunoros,Effect Monster,10,Machine,DARK,0,0
Aqua Jet,Spell Card,,Normal,,,
Bio Plant,Normal Monster,3,Fiend,DARK,600,1300
Shien's Spy,Spell Card,,Normal,,,
Worm Noble,Flip Effect Monster,6,Reptile,LIGHT,1500,2400
Performapal Uni,Effect Monster,4,Beast-Warrior,LIGHT,800,1500
Vortex Trooper,Effect Monster,3,Aqua,WIND,0,600
Magical Plant Mandragola,Flip Effect Monster,2,Spellcaster,DARK,500,200
Niwatori,Normal Monster,3,Winged Beast,EARTH,900,800
Gravity Collapse,Trap Card,,Counter,,,
Morphtronic Engine,Spell Card,,Equip,,,
Majestic Star Dragon,Synchro Monster,10,Dragon,WIND,3800,3000
Charging Gaia the Fierce Knight,Effect Monster,7,Warrior,LIGHT,2300,2100
Endless Decay,Effect Monster,5,Zombie,DARK,0,0
Three Thousand Needles,Effect Monster,8,Beast,EARTH,3000,1800
Superheavy Samurai Blowtorch,Effect Monster,1,Machine,EARTH,500,300
Metalfoes Silverd,Pendulum Normal Monster,3,Psychic,FIRE,1700,100
Psychic Kappa,Normal Monster,2,Aqua,WATER,400,1000
Left Arm of the Forbidden One,Normal Monster,1,Spellcaster,DARK,200,300
Electromagnetic Bagworm,Flip Effect Monster,3,Insect,LIGHT,200,1400
Magician Navigation,Trap Card,,Normal,,,
Aegis of the Ocean Dragon Lord,Trap Card,,Normal,,,
Blue-Blooded Oni,Effect Monster,4,Zombie,DARK,1000,1700
Magical Marionette,Effect Monster,5,Spellcaster,DARK,2000,1000
Tachyon Transmigration,Trap Card,,Counter,,,
Laval Lakeside Lady,Tuner Monster,3,Pyro,FIRE,200,200
Core Reinforcement,Trap Card,,Continuous,,,
Binding Chain,Normal Monster,3,Fairy,LIGHT,1000,1100
Vennominaga the Deity of Poisonous Snakes,Effect Monster,10,Reptile,DARK,0,0
Atlantean Attack Squad,Effect Monster,3,Sea Serpent,WATER,1400,0
Super Defense Robot Lio,Effect Monster,4,Machine,EARTH,1200,1600
Gate Blocker,Effect Monster,4,Rock,EARTH,100,2000
Right Leg of the Forbidden One,Normal Monster,1,Spellcaster,DARK,200,300
Sinister Serpent,Effect Monster,1,Reptile,WATER,300,250
Poki Draco,Effect Monster,3,Dragon,FIRE,200,100
Dragonecro Nethersoul Dragon,Fusion Monster,8,Dragon,DARK,3000,0
Dark Soul Token,Token,,Zombie,,,
End of the World,Spell Card,,Ritual,,,
Star Boy,Effect Monster,2,Aqua,WATER,550,500
Gimmick Puppet Humpty Dumpty,Effect Monster,4,Machine,DARK,0,100
Ally of Justice Cycle Reader,Tuner Monster,3,Machine,DARK,1000,1000
Sage with Eyes of Blue,Tuner Monster,1,Spellcaster,LIGHT,0,1500
Ojama Delta Hurricane!!,Spell Card,,Normal,,,
Cosmic Cyclone,Spell Card,,Quick-Play,,,
Crystal Promise,Spell Card,,Normal,,,
Depth Amulet,Trap Card,,Continuous,,,
Malefic Paradox Dragon,Synchro Monster,10,Dragon,DARK,4000,4000
Jolt Counter,Trap Card,,Counter,,,
Fabled Miztoji,Tuner Monster,2,Fiend,LIGHT,400,200
Cloak and Dagger,Trap Card,,Continuous,,,
Skullbird,Fusion Monster,6,Winged Beast,WIND,1900,1700
Xyz Shift,Spell Card,,Normal,,,
Air Eater,Normal Monster,6,Fiend,WIND,2100,1600
Performapal Gumgumouton,Pendulum Effect Monster,5,Beast,EARTH,900,2400
Arcana Force I - The Magician,Effect Monster,4,Fairy,LIGHT,1100,1100
Evil Dragon Ananta,Effect Monster,8,Reptile,DARK,0,0
Dust Storm of Gusto,Trap Card,,Normal,,,
Void Seer,Spell Card,,Quick-Play,,,
Giga-Tech Wolf,Normal Monster,4,Machine,FIRE,1200,1400
Mosaic Manticore,Effect Monster,8,Beast,EARTH,2800,2500
Jester Confit,Effect Monster,1,Spellcaster,DARK,0,0
Chu-Ske the Mouse Fighter,Normal Monster,3,Beast,EARTH,1200,0
The First Monarch,Trap Card,,Continuous,,,
Scrap Fist,Spell Card,,Quick-Play,,,
Raidraptor - Nest,Spell Card,,Continuous,,,
"Leo, the Keeper of the Sacred Tree",Synchro Monster,10,Beast,EARTH,3100,1900
Infernalqueen Archfiend,Effect Monster,4,Fiend,FIRE,900,1500
Jurrac Brachis,Tuner Monster,3,Dinosaur,FIRE,1000,1000
Lavalval Dragun,Synchro Monster,6,Dragon,FIRE,2500,1200
D.D. Dynamite,Trap Card,,Normal,,,
Evo-Karma,Spell Card,,Continuous,,,
Dark Cat with White Tail,Flip Effect Monster,2,Beast,EARTH,800,500
Deep Sweeper,Effect Monster,4,Fish,WATER,1600,1300
Dreamsprite,Effect Monster,2,Plant,LIGHT,300,200
Gem-Knight Zirconia,Fusion Monster,8,Rock,EARTH,2900,2500
Hazy Flame Hydra,Effect Monster,6,Dinosaur,FIRE,2300,200
D - Counter,Trap Card,,Normal,,,
Red Mirror,Effect Monster,1,Fiend,FIRE,0,0
Bokoichi the Freightening Car,Normal Monster,2,Machine,DARK,500,500
Abyss-scale of the Kraken,Spell Card,,Equip,,,
Gladiator Beast's Battle Archfiend Shield,Spell Card,,Equip,,,
Beelzeus of the Diabolic Dragons,Synchro Monster,10,Dragon,DARK,4000,4000
Hourglass of Life,Normal Monster,2,Fairy,LIGHT,700,600
Raidraptor - Wild Vulture,Effect Monster,6,Winged Beast,DARK,1600,2000
Maju Garzett,Effect Monster,7,Fiend,DARK,0,0
Combo Fighter,Effect Monster,4,Warrior,WIND,1600,800
Evilswarm Mandragora,Effect Monster,4,Plant,DARK,1550,1450
Ally of Justice Cosmic Gateway,Effect Monster,8,Machine,DARK,2400,1200
Cubic Mandala,Trap Card,,Continuous,,,
Poison of the Old Man,Spell Card,,Quick-Play,,,
Artifact Chakram,Effect Monster,5,Fairy,LIGHT,1900,2000
Star Seraph Scout,Effect Monster,4,Fairy,LIGHT,1200,1800
Djinn Releaser of Rituals,Effect Monster,3,Fiend,DARK,1200,2000
Lord Gaia the Fierce Knight,Effect Monster,7,Warrior,EARTH,2300,2100
The Drdek,Normal Monster,3,Fiend,DARK,700,800
A Hero Lives,Spell Card,,Normal,,,
Respect Play,Trap Card,,Continuous,,,
Combination Attack,Spell Card,,Quick-Play,,,
"Sephylon, the Ultimate Timelord",Effect Monster,10,Fairy,LIGHT,4000,4000
Black-Winged Dragon,Synchro Monster,8,Dragon,DARK,2800,1600
Galaxy Dragon,Effect Monster,4,Dragon,LIGHT,2000,1200
Graceful Tear,Trap Card,,Normal,,,
Blackwing - Steam the Cloak,Tuner Monster,3,Winged Beast,DARK,800,1200
Steam Token,Token,,Aqua,,,
Gagagigo the Risen,XYZ Monster,4,Reptile,WATER,2950,2800
General Grunard of the Ice Barrier,Effect Monster,8,Warrior,WATER,2800,1000
Infernity Barrier,Trap Card,,Counter,,,
Major Riot,Trap Card,,Normal,,,
Armed Ninja,Flip Effect Monster,1,Warrior,EARTH,300,300
Performapal Gongato,Pendulum Effect Monster,1,Beast,EARTH,100,100
Blackwing - Fane the Steel Chain,Effect Monster,2,Winged Beast,DARK,500,800
Ostinato,Spell Card,,Normal,,,
Swap Frog,Effect Monster,2,Aqua,WATER,1000,500
Ritual Sealing,Trap Card,,Normal,,,
Apprentice Magician,Effect Monster,2,Spellcaster,DARK,400,800
Dark Gray,Normal Monster,3,Beast,EARTH,800,900
Dragon Statue,Normal Monster,3,Warrior,EARTH,1100,900
D - Fortune,Trap Card,,Normal,,,
Gishki Photomirror,Spell Card,,Ritual,,,
Galaxy-Eyes Cloudragon,Effect Monster,1,Dragon,LIGHT,300,250
Horus' Servant,Effect Monster,1,Beast-Warrior,FIRE,100,100
Flashbang,Trap Card,,Normal,,,
Stellarknight Constellar Diamond,XYZ Monster,5,Wyrm,LIGHT,2700,2000
Venom Boa,Effect Monster,5,Reptile,EARTH,1600,1200
Dark Renewal,Trap Card,,Normal,,,
Metal Dragon,Fusion Monster,6,Machine,WIND,1850,1700
Fluffal Crane,Trap Card,,Normal,,,
Elemental HERO Voltic,Effect Monster,4,Thunder,LIGHT,1000,1500
The Phantom Knights of Mist Claws,Trap Card,,Normal,,,
"Cagna, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1500,300
Cloudcastle,Synchro Monster,9,Machine,WIND,0,3000
Photon Veil,Spell Card,,Normal,,,
Speed Warrior,Effect Monster,2,Warrior,WIND,900,400
Fuhma Shuriken,Spell Card,,Equip,,,
Gravi-Crush Dragon,Effect Monster,6,Dragon,DARK,2400,1200
Superheavy Samurai Battleball,Tuner Monster,2,Machine,DARK,100,800
Destiny HERO - Malicious,Effect Monster,6,Warrior,DARK,800,800
Bujin Hirume,Effect Monster,4,Beast-Warrior,LIGHT,2000,1000
Jinzo - Returner,Effect Monster,3,Machine,DARK,600,1400
LaLa Li-Oon,Normal Monster,2,Thunder,WIND,600,600
Malefic Blue-Eyes White Dragon,Effect Monster,8,Dragon,DARK,3000,2500
U.A. Goalkeeper,Effect Monster,6,Warrior,EARTH,1000,2800
Boulder Tortoise,Normal Monster,6,Aqua,WATER,1450,2200
Reaper of Prophecy,Effect Monster,6,Spellcaster,DARK,2000,1600
Monster Slots,Spell Card,,Normal,,,
Gagaga Caesar,Effect Monster,3,Warrior,EARTH,1800,600
Chaos Sorcerer,Effect Monster,6,Spellcaster,DARK,2300,2000
Shadowknight Archfiend,Effect Monster,4,Fiend,WIND,2000,1600
D.D.R. - Different Dimension Reincarnation,Spell Card,,Equip,,,
"Iris, the Earth Mother",Effect Monster,6,Fairy,LIGHT,2400,1200
Guardian Kay'est,Effect Monster,4,Sea Serpent,WATER,1000,1800
Des Wombat,Effect Monster,3,Beast,EARTH,1600,300
Kaminari Attack,Fusion Monster,5,Thunder,WIND,1900,1400
Cubic Karma,Spell Card,,Continuous,,,
Golem Dragon,Effect Monster,4,Dragon,EARTH,200,2000
Photon Slasher,Effect Monster,5,Warrior,LIGHT,2100,1000
Owner's Seal,Spell Card,,Normal,,,
Jet Synchron,Tuner Monster,1,Machine,FIRE,500,0
Good Goblin Housekeeping,Trap Card,,Normal,,,
Caius the Shadow Monarch,Effect Monster,6,Fiend,DARK,2400,1000
Hot Red Dragon Archfiend Abyss,Synchro Monster,9,Dragon,DARK,3200,2500
Dark Contract with the Witch,Trap Card,,Continuous,,,
Gladiator Taming,Spell Card,,Quick-Play,,,
White Dragon Ritual,Spell Card,,Ritual,,,
Silver Sentinel,Effect Monster,4,Warrior,EARTH,1500,1300
Gyaku-Gire Panda,Effect Monster,3,Beast,EARTH,800,1600
Tannhauser Gate,Spell Card,,Normal,,,
"Musto, Oracle of Gusto",Effect Monster,4,Psychic,WIND,1800,900
Emblem of the Awakening,Spell Card,,Ritual,,,
Woodland Archer,Effect Monster,3,Beast-Warrior,EARTH,1400,1300
Mogmole,Effect Monster,2,Beast,EARTH,800,800
Ally of Justice Decisive Armor,Synchro Monster,10,Machine,DARK,3300,3300
Gusto Codor,Effect Monster,3,Winged Beast,WIND,1000,400
D.3.S. Frog,Fusion Monster,8,Aqua,WATER,2500,2000
Black Wing Revenge,Trap Card,,Normal,,,
Blackwing - Black Crest Token,Token,,Winged Beast,,,
Blackwing - Gofu the Vague Shadow,Tuner Monster,5,Winged Beast,DARK,0,0
Vague Shadow Token,Token,,Winged Beast,,,
Chain Summoning,Spell Card,,Quick-Play,,,
Triamid Fortress,Spell Card,,Field,,,
Imperial Custom,Trap Card,,Continuous,,,
Beast Rage,Spell Card,,Normal,,,
Obelisk the Tormentor,Effect Monster,10,Divine-Beast,DIVINE,4000,4000
Obelisk the Tormentor,Effect Monster,10,Divine-Beast,DIVINE,4000,4000
Obelisk the Tormentor,Effect Monster,10,Divine-Beast,DIVINE,4000,4000
The Winged Dragon of Ra,Effect Monster,10,Divine-Beast,DIVINE,0,0
The Winged Dragon of Ra,Effect Monster,10,Divine-Beast,DIVINE,0,0
Slifer the Sky Dragon,Effect Monster,10,Divine-Beast,DIVINE,0,0
Slifer the Sky Dragon,Effect Monster,10,Divine-Beast,DIVINE,0,0
Slifer the Sky Dragon,Effect Monster,10,Divine-Beast,DIVINE,0,0
The Winged Dragon of Ra - Sphere Mode,Effect Monster,10,Divine-Beast,DIVINE,0,0
The Winged Dragon of Ra - Immortal Phoenix,Effect Monster,10,Divine-Beast,DIVINE,4000,4000
Gachi Gachi Gantetsu,XYZ Monster,2,Rock,EARTH,500,1800
Crystal Release,Spell Card,,Equip,,,
Banner of Courage,Spell Card,,Continuous,,,
Worm King,Effect Monster,8,Reptile,LIGHT,2700,1100
Reborn Tengu,Effect Monster,4,Beast-Warrior,WIND,1700,600
Divine Dragon - Excelion,Effect Monster,5,Dragon,LIGHT,1500,900
Weapon Change,Spell Card,,Continuous,,,
Koa'ki Meiru Rooklord,Effect Monster,7,Warrior,EARTH,2800,2200
Spell-Stopping Statute,Trap Card,,Counter,,,
Protector of the Throne,Normal Monster,4,Warrior,EARTH,800,1500
Jurassic World,Spell Card,,Field,,,
Tiger Dragon,Effect Monster,6,Dragon,EARTH,2400,1800
Mecha Bunny,Effect Monster,2,Machine,EARTH,800,100
Deskbot 005,Pendulum Effect Monster,5,Machine,EARTH,500,500
Reinforce Truth,Trap Card,,Normal,,,
Wingtortoise,Effect Monster,3,Aqua,WIND,1500,1400
R-Genex Oracle,Tuner Monster,1,Spellcaster,DARK,300,300
Masked Sorcerer,Effect Monster,4,Spellcaster,DARK,900,1400
